                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0972,                 4.4908,                 3.5108,                 2.2682,                 0.0085,                0.22222,                0.00889,                 0.0013,                0.38484,                   0.25,                0.07838,                0.02527,                 3.6021,                  7.498,                 4.7636,                 4.0092,                      0,                      0,                      0
